"Series ID","Date","Value","Annual Percent Change"
"CUSR0000SETA02","November 1 2014","147.488","-3.0"
"CUSR0000SETA02","October 1 2014","148.954","-1.5"
"CUSR0000SETA02","September 1 2014","149.859","-0.4"
"CUSR0000SETA02","August 1 2014","149.472","0.0"
"CUSR0000SETA02","July 1 2014","149.216","0.1"
"CUSR0000SETA02","June 1 2014","148.921","0.1"
"CUSR0000SETA02","May 1 2014","149.006","0.3"
"CUSR0000SETA02","April 1 2014","149.217","0.4"
"CUSR0000SETA02","March 1 2014","149.641","0.5"
"CUSR0000SETA02","February 1 2014","150.718","0.6"
"CUSR0000SETA02","January 1 2014","151.535","1.2"
"CUSR0000SETA02","December 1 2013","152.457","2.2"
"CUSR0000SETA02","November 1 2013","151.993","2.1"
"CUSR0000SETA02","October 1 2013","151.248","1.5"
"CUSR0000SETA02","September 1 2013","150.458","0.5"
"CUSR0000SETA02","August 1 2013","149.539","-0.9"
"CUSR0000SETA02","July 1 2013","149.058","-1.9"
"CUSR0000SETA02","June 1 2013","148.742","-2.3"
"CUSR0000SETA02","May 1 2013","148.501","-2.0"
"CUSR0000SETA02","April 1 2013","148.577","-1.0"
"CUSR0000SETA02","March 1 2013","148.912","-0.2"
"CUSR0000SETA02","February 1 2013","149.789","-0.1"
"CUSR0000SETA02","January 1 2013","149.741","-0.9"
"CUSR0000SETA02","December 1 2012","149.243","-1.9"
"CUSR0000SETA02","November 1 2012","148.932","-2.1"
"CUSR0000SETA02","October 1 2012","148.986","-2.0"
"CUSR0000SETA02","September 1 2012","149.647","-1.3"
"CUSR0000SETA02","August 1 2012","150.871","-0.3"
"CUSR0000SETA02","July 1 2012","151.970","1.3"
"CUSR0000SETA02","June 1 2012","152.263","2.5"
"CUSR0000SETA02","May 1 2012","151.587","3.5"
"CUSR0000SETA02","April 1 2012","150.053","3.1"
"CUSR0000SETA02","March 1 2012","149.265","2.5"
"CUSR0000SETA02","February 1 2012","149.893","2.5"
"CUSR0000SETA02","January 1 2012","151.106","3.2"
"CUSR0000SETA02","December 1 2011","152.083","4.4"
"CUSR0000SETA02","November 1 2011","152.187","5.1"
"CUSR0000SETA02","October 1 2011","151.986","5.3"
"CUSR0000SETA02","September 1 2011","151.677","5.3"
"CUSR0000SETA02","August 1 2011","151.312","5.5"
"CUSR0000SETA02","July 1 2011","149.971","5.2"
"CUSR0000SETA02","June 1 2011","148.518","4.6"
"CUSR0000SETA02","May 1 2011","146.476","3.9"
"CUSR0000SETA02","April 1 2011","145.542","2.7"
"CUSR0000SETA02","March 1 2011","145.646","2.3"
"CUSR0000SETA02","February 1 2011","146.182","2.1"
"CUSR0000SETA02","January 1 2011","146.478","2.6"
"CUSR0000SETA02","December 1 2010","145.669","4.5"
"CUSR0000SETA02","November 1 2010","144.751","6.6"
"CUSR0000SETA02","October 1 2010","144.313","8.9"
"CUSR0000SETA02","September 1 2010","144.032","12.9"
"CUSR0000SETA02","August 1 2010","143.420","14.7"
"CUSR0000SETA02","July 1 2010","142.512","16.0"
"CUSR0000SETA02","June 1 2010","141.951","15.2"
"CUSR0000SETA02","May 1 2010","140.952","15.0"
"CUSR0000SETA02","April 1 2010","141.680","16.2"
"CUSR0000SETA02","March 1 2010","142.377","16.5"
"CUSR0000SETA02","February 1 2010","143.173","15.1"
"CUSR0000SETA02","January 1 2010","142.829","12.8"
