"Series ID","Date","Value","Annual Percent Change"
"LNS11000000","February 1 2018","161778","1.2"
"LNS11000000","January 1 2018","160914","0.8"
"LNS11000000","December 1 2017","160535","0.5"
"LNS11000000","November 1 2017","160579","0.7"
"LNS11000000","October 1 2017","160309","0.4"
"LNS11000000","September 1 2017","161140","0.9"
"LNS11000000","August 1 2017","160586","0.6"
"LNS11000000","July 1 2017","160462","0.8"
"LNS11000000","June 1 2017","160192","0.8"
"LNS11000000","May 1 2017","160068","0.8"
"LNS11000000","April 1 2017","160345","0.8"
"LNS11000000","March 1 2017","160137","0.6"
"LNS11000000","February 1 2017","159859","0.8"
"LNS11000000","January 1 2017","159620","0.8"
"LNS11000000","December 1 2016","159678","1.0"
"LNS11000000","November 1 2016","159506","1.3"
"LNS11000000","October 1 2016","159605","1.6"
"LNS11000000","September 1 2016","159714","1.9"
"LNS11000000","August 1 2016","159562","1.5"
"LNS11000000","July 1 2016","159194","1.4"
"LNS11000000","June 1 2016","158967","1.2"
"LNS11000000","May 1 2016","158784","0.7"
"LNS11000000","April 1 2016","159141","1.3"
"LNS11000000","March 1 2016","159179","1.6"
"LNS11000000","February 1 2016","158640","1.3"
"LNS11000000","January 1 2016","158280","0.8"
"LNS11000000","December 1 2015","158035","1.1"
"LNS11000000","November 1 2015","157463","0.6"
"LNS11000000","October 1 2015","157167","0.5"
"LNS11000000","September 1 2015","156733","0.4"
"LNS11000000","August 1 2015","157172","0.7"
"LNS11000000","July 1 2015","156997","0.6"
"LNS11000000","June 1 2015","157062","0.9"
"LNS11000000","May 1 2015","157651","1.3"
"LNS11000000","April 1 2015","157060","1.1"
"LNS11000000","March 1 2015","156643","0.4"
"LNS11000000","February 1 2015","156644","0.7"
"LNS11000000","January 1 2015","157030","1.1"
"LNS11000000","December 1 2014","156332","0.7"
"LNS11000000","November 1 2014","156494","0.8"
"LNS11000000","October 1 2014","156417","1.1"
"LNS11000000","September 1 2014","156040","0.2"
"LNS11000000","August 1 2014","156130","0.3"
"LNS11000000","July 1 2014","156007","0.3"
"LNS11000000","June 1 2014","155707","0.0"
"LNS11000000","May 1 2014","155684","0.1"
"LNS11000000","April 1 2014","155369","0.0"
"LNS11000000","March 1 2014","156028","0.7"
"LNS11000000","February 1 2014","155483","0.1"
"LNS11000000","January 1 2014","155352","-0.3"
"LNS11000000","December 1 2013","155182","-0.3"
"LNS11000000","November 1 2013","155265","0.0"
"LNS11000000","October 1 2013","154673","-0.6"
"LNS11000000","September 1 2013","155687","0.3"
"LNS11000000","August 1 2013","155605","0.5"
"LNS11000000","July 1 2013","155599","0.4"
"LNS11000000","June 1 2013","155749","0.4"
"LNS11000000","May 1 2013","155536","0.4"
"LNS11000000","April 1 2013","155394","0.5"
"LNS11000000","March 1 2013","155005","0.2"
"LNS11000000","February 1 2013","155312","0.4"
"LNS11000000","January 1 2013","155763","0.9"
"LNS11000000","December 1 2012","155628","1.1"
"LNS11000000","November 1 2012","155338","0.8"
"LNS11000000","October 1 2012","155554","1.0"
"LNS11000000","September 1 2012","155160","0.7"
"LNS11000000","August 1 2012","154763","0.7"
"LNS11000000","July 1 2012","154948","1.1"
"LNS11000000","June 1 2012","155083","1.1"
"LNS11000000","May 1 2012","154866","0.9"
"LNS11000000","April 1 2012","154545","0.7"
"LNS11000000","March 1 2012","154749","0.9"
"LNS11000000","February 1 2012","154671","1.0"
"LNS11000000","January 1 2012","154381","0.7"
"LNS11000000","December 1 2011","153995","0.2"
"LNS11000000","November 1 2011","154128","0.0"
"LNS11000000","October 1 2011","153961","0.2"
"LNS11000000","September 1 2011","154131","0.1"
"LNS11000000","August 1 2011","153760","-0.2"
"LNS11000000","July 1 2011","153288","-0.3"
"LNS11000000","June 1 2011","153346","-0.2"
"LNS11000000","May 1 2011","153479","-0.4"
"LNS11000000","April 1 2011","153543","-0.7"
"LNS11000000","March 1 2011","153376","-0.4"
"LNS11000000","February 1 2011","153214","-0.3"
"LNS11000000","January 1 2011","153263","-0.1"
"LNS11000000","December 1 2010","153650","0.4"
"LNS11000000","November 1 2010","154125","0.2"
"LNS11000000","October 1 2010","153635","-0.1"
"LNS11000000","September 1 2010","153975","0.1"
"LNS11000000","August 1 2010","154086","-0.1"
"LNS11000000","July 1 2010","153691","-0.5"
"LNS11000000","June 1 2010","153616","-0.7"
"LNS11000000","May 1 2010","154091","-0.4"
"LNS11000000","April 1 2010","154622","0.1"
"LNS11000000","March 1 2010","153954","-0.1"
"LNS11000000","February 1 2010","153694","-0.5"
"LNS11000000","January 1 2010","153484","-0.5"
"LNS11000000","December 1 2009","153111","-1.0"
"LNS11000000","November 1 2009","153878","-0.5"
"LNS11000000","October 1 2009","153784","-0.7"
"LNS11000000","September 1 2009","153827","-0.5"
"LNS11000000","August 1 2009","154307","-0.2"
"LNS11000000","July 1 2009","154502","0.0"
"LNS11000000","June 1 2009","154716","0.3"
"LNS11000000","May 1 2009","154747","0.3"
"LNS11000000","April 1 2009","154509","0.5"
"LNS11000000","March 1 2009","154133","0.1"
"LNS11000000","February 1 2009","154538","0.6"
"LNS11000000","January 1 2009","154210","0.1"
"LNS11000000","December 1 2008","154655","0.5"
"LNS11000000","November 1 2008","154639","0.5"
"LNS11000000","October 1 2008","154876","1.1"
"LNS11000000","September 1 2008","154570","0.8"
"LNS11000000","August 1 2008","154641","1.2"
"LNS11000000","July 1 2008","154469","0.9"
"LNS11000000","June 1 2008","154313","0.8"
"LNS11000000","May 1 2008","154303","1.1"
"LNS11000000","April 1 2008","153769","0.9"
"LNS11000000","March 1 2008","153908","0.6"
"LNS11000000","February 1 2008","153653","0.4"
"LNS11000000","January 1 2008","154063","0.6"
"LNS11000000","December 1 2007","153918","0.8"
"LNS11000000","November 1 2007","153835","0.9"
"LNS11000000","October 1 2007","153183","0.8"
"LNS11000000","September 1 2007","153414","1.2"
"LNS11000000","August 1 2007","152749","0.7"
"LNS11000000","July 1 2007","153054","1.1"
"LNS11000000","June 1 2007","153041","1.1"
"LNS11000000","May 1 2007","152670","1.1"
"LNS11000000","April 1 2007","152435","1.0"
"LNS11000000","March 1 2007","153051","1.5"
"LNS11000000","February 1 2007","152983","1.6"
"LNS11000000","January 1 2007","153144","2.0"
